Comment,Predicted Class,Label
be o dependent others be not o dependent a ?,miscellaneous,6
super explanation be god great,positive,1
use can not develop standalone aplication ? be right wrong ? ?,interrogative,4
way teach be excelent sir,positive,1
sir can get ur create note,interrogative,4
great explanation,positive,1
thank much sir teach god understand,positive,1
love way speak teach,positive,1
sir be many compiler available browser can say cjava etc web aplication know sir ? ? please clarify doubt sir,imperative,5
sir can know be net platform dependent independenti think net be platform dependent can say sir,interrogative,4
thank sir nice video sir have doubt can also do program online website how can standalone aplication,interrogative,4
srinivas teach be easy simple thanks lot sir,positive,1
already say program language be standalone aplication but javanet etc can develop standalone wel web aplication how,interrogative,4
love explanation sir,positive,1
teach skil be god,positive,1
be say easy way sir,positive,1
sir not file how can improve cod,interrogative,4
course sir realy be precious thanks milion,positive,1
be best language teacher internet,positive,1
sir,miscellaneous,6
much ad,negative,2
nice watch tutorial video sir,positive,1
helpful u who want learn difrent kind languagesthanks lot sir★,positive,1
android be program language ? ? ?,miscellaneous,6
sir be python platfrom depend language ? ? ?,interrogative,4
teach be say one noble profesion sir be true example thank,positive,1
nyz,miscellaneous,6
please sir tel how get video serial wise,interrogative,4
thanks sir lot thanks upload video,imperative,5
dear respect sir acord idea be best teacher language thank sir,positive,1
sir want ful video language nielit level plz plz,imperative,5
be god teacher sir,positive,1
want learn programes easy maner online code compilation be god,imperative,5
awesome sir teach style be god,positive,1
sir have god talentplz upload video dld,imperative,5
thank sir platform program sir want part be mis,imperative,5
hat sir i 'm subscribe chanel cse student,positive,1
nice sir,positive,1
genie,positive,1
gr job sir warm regard,positive,1
nice teach skilbest way teach understand new learnerthank sir,positive,1
srinivas sir thankyou much video language be awesome easy understand teach skil be superb please continue god work highly apreciate,positive,1
god but slow,positive,1
what 's meaning vlc,interrogative,4
thnxs sir be seriously proud,positive,1
nice,positive,1
sir explanation be god can understand taught video fil realy god,positive,1
what be purpose write main function,interrogative,4
teach skil be awesome,positive,1
can use online compiler run programthen how become standalone aplication,interrogative,4
program can compile browser ned instalation software o lang be web ap not sir ? ? ? ?,interrogative,4
sir be persue c enginering wil benefit lecture ?,interrogative,4
be useful studythank sir,positive,1
may get note program,interrogative,4
thank much sir,positive,1
sir be awesome,positive,1
god tutor,positive,1
sir how know video oder sir,interrogative,4
thank nice,positive,1
salutesir,positive,1
sir java game also available why should talk be use game development,interrogative,4
awesome teach sir god bles,positive,1
sir have confuse c developed standalone but time say ca n't developed video please give clarity,imperative,5
thq so much sir,positive,1
helo sir ned learn vb software also,miscellaneous,6
sir what be operating system basicaly do what be meant operating system,interrogative,4
be bos totaly understand,positive,1
thank much sir be knowledgeable please continue teach,positive,1
thnx alot,positive,1
tq sir,positive,1
obaid al jabry have dificulty understand computer language but be start understand be god instructor wil continue folow thank much sir,positive,1
wel explain,positive,1
nice sir tq much,positive,1
sir net be platform dependent na but told net be platform independent why sir,interrogative,4
sir write program language program be online ide compilerslike gek gek how can say be standalone aplication write program online compiler be no ned instal aplication can say computer language be also webaplications ?,interrogative,4
sir be standalone aplication must aces web aplication,interrogative,4
nice superb explanation,positive,1
sirplease upload concept flowchart language,imperative,5
nice sir,positive,1
sir part ned not instal pragramerwe can instal compiler be enough write program know ? that mean computer language be web aps,miscellaneous,6
language be easy understand thank knowledge ful video,positive,1
thank much sir seriously be thank alot video,positive,1
explain simple english which make easy understand upload video,positive,1
be hapy say explain english every childrens even can understod,positive,1
nicely explain beginer computer god teacher thank much,positive,1
please upload continuation video part,imperative,5
naresh technology plz provide part continuation part be mis plz respond reply,imperative,5
sir what mobile aplication which part be,interrogative,4
sir introduction program part wil available,interrogative,4
god clas,positive,1
sir ned next video sir continuity be mis,miscellaneous,6
easy understand god example thank sir,positive,1
explianing normal waythat be simple english make easy learn,positive,1
nice video,positive,1
sir want continuation part,imperative,5
sir weather python language be standalone web aplication sir,interrogative,4
sir part get variable remain video be not plz upload,imperative,5
thanks,positive,1
sir get averything but what be difrent,interrogative,4
sir please post video next file extension,imperative,5
sir could please post video,interrogative,4
sir part discus file extension ci platform dependent but why become platform dependent discus be video plz upload part be get variable video confuse plz upload part remain,interrogative,4
sir please post video function pointer structure file,imperative,5
please post operator concept video like post increament pre increament which wil helpful interview point,imperative,5
thank sir,positive,1
instal software website say end user license,negative,2
sir please increase voice,imperative,5
improve sound quality,imperative,5
be realy confuse concept ops polymorphism inheritance be satisfied information example java program course provide topic,positive,1
hi can use video use ap wil publish gogle play store help others,interrogative,4
have do fabulous job bt many ad kep interupt afect flow request avoid ad,imperative,5
nice,positive,1
iam extremely disapointed imposible find work link download program download eclipse but java jdk be imposible ah what headache,negative,2
be course god hire java developer can make make desktop aplictaions,interrogative,4
thanks amaze work,positive,1
program realy be useful impresive be like iteacheritfrelancehk which teach java program skil,positive,1
can se jdk but not jre download java window like say,negative,2
can someone help mine instal java jdk not java jre,interrogative,4
thanks basic step step understand instalation proces,positive,1
have enrol number course ops but have get right one touch concept ops use java wel detailed maner best information introduction topic,positive,1
instal java sys window do environment variable but work plz help,imperative,5
nice video series,positive,1
voice be low can not,negative,2
sir how instal window please tel sir,imperative,5
thank much video,positive,1
anyone watch nov,interrogative,4
sir laptop jre folder be not show please reply why,interrogative,4
have isue instal jdk intelij idea program write program run open cmd write javac not recognize ? how can explain isue ?,interrogative,4
folow method be stil get mesage can help ?,interrogative,4
course complete java topic be,miscellaneous,6
thanks take course java recently late lasty ear be learn,positive,1
hi be invokrat solution pvt ltd want discus regard busines agre please let know,imperative,5
brother thanks program video,positive,1
best,positive,1
please teach clases sir,imperative,5
thanks shear knowledge thanks ? vgsdnjwjmts be new program,positive,1
another video guy teach two software jdk intelij be download be be work mac ?,interrogative,4
jre be not download what should do ?,interrogative,4
speak hindi know be indian,miscellaneous,6
nice tutorial thank,positive,1
cant find jre file get jdk file,negative,2
thank much,positive,1
someone please help instal jdk,imperative,5
bye,miscellaneous,6
hi,miscellaneous,6
think win want set java path environment variable,miscellaneous,6
wow sir,positive,1
window pres new insert no be require,imperative,5
hi have student tutorial java prog have api want use netbeans us maven but bug can kindly get email send file debug please sir api be mpesa payment proceser which be unable use netbeans,imperative,5
nice video,positive,1
bro how download window trick work plz help,interrogative,4
jre folder be not come what do case,interrogative,4
i 'm try learn june one icon jdk be playlist outdated can stil learn java it ?,imperative,5
how download video series,interrogative,4
jre file be not download what should do ?,interrogative,4
thank much video get one step closer finish colege asignment,positive,1
impresive lot have do video,positive,1
stil get eror 'javac ' be not recognize internal external comandoperable program batch file,negative,2
jre file be not show please tel what should do,interrogative,4
program make hate indien peopel,negative,2
helo sir want one help,imperative,5
hi sir folow option instal java be do but get folder name jdk show drive two diferent folder but get how can get two folder chose option exe instead zip file java downloadingshould ned take zip exe wil find,interrogative,4
sir amaze video can go java tutorial hindi nurserytovarsity,positive,1
butch get wel pc,imperative,5
thank tutorial,positive,1
be not able view path system variable what should do ?,interrogative,4
helo be unable instal java do whole proces but stil show java be not recognize,negative,2
hi please want download java djk do not know how create acount oracle,negative,2
develop java be jamesh gosling vinod kumar ghosal indian sun microsystems bel laboratory,miscellaneous,6
how long be entire thing,interrogative,4
anyone plz help outwhen instal java jdk be show folder not jre wht should do ? ?,interrogative,4
volume size high qualityor,miscellaneous,6
instal java but didnt get jre filewhat do,interrogative,4
hit like watch,imperative,5
instal java comand prompt stil not recognize javac,negative,2
bit be not available,negative,2
thank ou be review take clas,positive,1
why be necesary rename jdk jre folder,interrogative,4
cant find jre file java folder download link,negative,2
be javac java c ? get diferent response cmd pm prompt,interrogative,4
do entire playlist topic cover advanced java je wel ?,interrogative,4
please help have mesage im think variable value advanced configuration system say have jdk download java dont get also im think becasue change name jdk jre jdk jre like say do which be problem ? do someone know ? please help thank advance,imperative,5
what heck wrong acent ? why slow ? why say java java java lot not programer reading bok something ? why sound like bot why heck tutorial be boring sound like one awkward nerd find internet woke slep something no thanks wil find another wel tutorial,interrogative,4
hi i 'm beginer ca n't find write comand have be history tab can help me ?,interrogative,4
helo sir want two diferent filestext file open output simultaneously file handle java pls provide code purpose be create animation like output opening multiple txt file one another,imperative,5
ca n't paste java jdk bin edit system variable what should do,interrogative,4
how setup eclipse,interrogative,4
can use method main method,interrogative,4
nonstatic variable population can not reference static context can not understand could help understand wel,interrogative,4
do step but type javac be not what can do,interrogative,4
jdk netbeans no ned path seting link ? u,miscellaneous,6
wel,positive,1
cant change path window what be procedure change path window,interrogative,4
hi guy year since tutorial be uploaded i 'm complete beginer come java question would be tutorial stil date ? thx,interrogative,4
mine say javac be not recognize internal external comand,miscellaneous,6
can plz mention ur whatsap number sir want ask question ? ?,interrogative,4
which website be best practice java ? codebindcom,interrogative,4
hi be ned help please send contact detail infotheduguidecom,imperative,5
helo india i 'm student clas lerarning java program chanel,miscellaneous,6
heyi be bangladesh,miscellaneous,6
thanks sir,positive,1
great work sir,positive,1
hey love video java beginer be textbok can recomend,interrogative,4
sped be stil slow,miscellaneous,6
 think be best video today thanks take time discus topic fel hapy curiosity increase learn topic kep share information regularly future reference,positive,1
ie,interrogative,4
should practice problem,interrogative,4
why be ur fps be low,interrogative,4
yeah realy ned learn code get ad program course seriousnes though tutorial series sem promising im gon na try folow who want tel use adblock im mobile curently,miscellaneous,6
block chain java video ? vqnwdlmpkts,miscellaneous,6
do have instal jdk jre ?,interrogative,4
helo world java best easy explain trust try watching,positive,1
wel explain here,imperative,5
sory but think jvm be o be not corect diferent jvm be design diferent o byte code be able run diferent o check video,miscellaneous,6
have instal java have change environment variable post which be try check whether java be instal system not be get eror cuserslalit mohan patnaikjavac 'javac ' be not recognize internal external comand operable program batch file can pls advice,interrogative,4
thanku sir,positive,1
god but video quality be por,negative,2
how wil get certificate have learnt java program,interrogative,4
easy java content visit basicitopicom,imperative,5
thank sir have sucesfuly instal java laptop,positive,1
be new java want know can use video series learn whether be outdated ? thanks,interrogative,4
nice sir have understod wel,positive,1
voice be not audible enough,negative,2
buy c hostman learn basic advance java complete reference head first java,imperative,5
which software be use make video can anyone tel please ? ? ?,interrogative,4
be not get jre,negative,2
upgrade knowledge core java tib academy visit ,imperative,5
sir stil comand window be unreconized,negative,2
have bit window,miscellaneous,6
sir want learn how creat popup window use clocker web site sir can help help ? ? ? ? ? ?,interrogative,4
have surface bok sem like variable ad step be diferent can anyone help how do,interrogative,4
nice,positive,1
upgrade carer tib academy visit ,imperative,5
do step but open java folder program file found jdk jre be not there ? what should do now ?,interrogative,4
take hour instal java jdk,miscellaneous,6
hi can tel what program language be require become developer get certification ?,interrogative,4
sir be bcom graduatebut want make carer please advice learn java wil help make carer get god job,imperative,5
wow nicely describe java thnxi also fel something it,positive,1
upgrade carer tib academy visit ,imperative,5
be ece student can learn java basic knowledge please reply,interrogative,4
sir please ad je tutorial also useful wil study lot tutorialsno one be equal compare tutorial can explain step step procedure useful sir thank much sir,imperative,5
like video ,positive,1
excelent tutorial thank much kep god work,positive,1
do have pt slide video,interrogative,4
could please clarify say jvm be operating system but think jvm difers operating system,interrogative,4
how include path java window,interrogative,4
sir iam beginer java watch video java video can learn core java want go coach gain ?,interrogative,4
be download javajdk window edit environment variable part be completely diferent dosnt have variable name variable value click path have folow video step step be anyone else have problem,interrogative,4
be one reading tag description should be ?,interrogative,4
sir do stuf told but whenever give 'javac'comand promt say erorcould not open why sir ? and do mater lot ?,interrogative,4
tib academy be best institute learn core java visit website ,miscellaneous,6
ad humor rat be animal yeah be animal,miscellaneous,6
nice,positive,1
acent be heavy realy have hard time understand,negative,2
do java run procesor,interrogative,4
even change sped talk stil sem slow,negative,2
sir which java version be esential develop android aps ? ?,interrogative,4
sir be god use eclipse java beginer,interrogative,4
nice one sir be simple easy understand thanks,positive,1
nyc one sir be simple easy understand thanks,positive,1
beginer recomend site learn java fast deply ,imperative,5
like video way teach god,positive,1
boring dul voice,negative,2
work try multiple time can someone help ?,interrogative,4
posible instal mobile,miscellaneous,6
thank but have rebot system javac comand prompt check work mention neverthles work thats mater lok forward learn,positive,1
get eror instalation procesat comand propmt erorcould not find javadl eror could not find java se runtime environmentkindly request give solution remove type eror,imperative,5
how can finde code vedio please,interrogative,4
instal java window pls help how instal,imperative,5
watch listen lil lil lil lil wayne,miscellaneous,6
nice video ,positive,1
superb nice explanation sir,positive,1
helo sir open cmd open slightly ca n't sem expand concern ?,interrogative,4
be posibility provide transcript spoken element excelent tutorial please ?,interrogative,4
helo hiteshrealy be nice video,positive,1
folowd step everything be absolutely perfect bt dn comand say javac be not recognize internal external comand,negative,2
thanks,positive,1
nice video realy helpful,positive,1
bad video please do not se,negative,2
can also use msinfo window se everything computer,miscellaneous,6
visit goglkudtn find java training institute pune,miscellaneous,6
plz tel son,imperative,5
sir can get placement learn java video,interrogative,4
be watch video think might new thing have learn java th std be th std but thing which have taught video be already know be learn else switch,miscellaneous,6
fuck indian acent,negative,2
hi be use window bit o be get eror code instal java please help thank,imperative,5
corection jvm be diferent diferent o have instal jre acord diferent o order run code jvm executes bytecode which be interpretedcompiled machine code,miscellaneous,6
can aply program minecraft ?,interrogative,4
please visit youtube chanel riple code self learn java have learnt lot chanel,imperative,5
hican know name video record software be use make video,interrogative,4
wonderful,positive,1
be core java core advanced java ? pls help,interrogative,4
javac return anything instal make sure run comand prompt administrator,imperative,5
thanks tutorial like video thank much,positive,1
be change syntax java since video be make can watch tutorial,interrogative,4
enter javac say even though never instal anything,miscellaneous,6
be great java tutorial series also sped advice be spot check ap learn java ,positive,1
why can use args main ?,interrogative,4
create java,miscellaneous,6
even be slow man speak fast,imperative,5
helo have go video section learnt basic would like practise java program what do sugest recomend be best website can not thank enough video realy apreciate ur worki be unable make monetory contribution yet base situtatoin regard leo,interrogative,4
open caption be auto generate wil se gogle catch every word spit mouth cause he 's indian english be pure not type acent,miscellaneous,6
suscribe chanel shukla manmohan get many logic,imperative,5
tnx video i 'm newbie want learn diferent type language,positive,1
hi sir want answer mcqs shet plz give number email would contact,imperative,5
video upload series be favourite watch whenever have doubt java,positive,1
dude saw have codeblocks desktopdo hav graphic header ?,interrogative,4
want build desktop aplication which conects internet backup data computer be tutorial useful ?,interrogative,4
be tutorial begin advanced ?,interrogative,4
system instal java jdk be instal jre be not instal what ned do,interrogative,4
variable set nhi ho rhe what do ?,interrogative,4
säli be like get fuck,negative,2
curiosity what should learn get job java developer complete playlist wil ? ? lok forward detailed depth answer,interrogative,4
please increase audio volume,imperative,5
sir can tel diference se e fx i 'm new chanel plz which topic use e se,interrogative,4
have jdk no ned jre,miscellaneous,6
thank sir video,positive,1
sir go edit path variable be not show way be many option open which can edit use bit window have instal java jdk,negative,2
write java program get input integer certain radix base print integer value radix base could help program ? ? ?,interrogative,4
always eror could not find javadl eror could not find java se runtime environment please help,imperative,5
posible learn java android ?,interrogative,4
who be watch instead download java jdk get eclipse ide which be java debuger built java compiler,miscellaneous,6
nice ,positive,1
be use window folow step but comand prompt not recognize javawhat do,interrogative,4
ned increase volume speak voice get god microphone,imperative,5
instal java instruct but javajre folder instal may know why ?,interrogative,4
learn java program fre ? idcomsanrajsoftwaresudepjavaprogramshlen,imperative,5
 ? vwyqukvmjuts be best tutorail,positive,1
cant open file window help ?,negative,2
one intrested java want solve queries mail no wil ad java 's group wil get answer quick but who have pasion not joke email id imygmailcom,imperative,5
hai sir what ever proces have show instal java have do but java not instal o,negative,2
hey everybody start learn program java ned someone explain what be set name get nameit realy confuse realy apreciate someone help understand,interrogative,4
fantastic tutorial watch tutorial wil expert ,imperative,5
helo i 'm try run window but kep tel have java instal prompt javac gues problem pathing but lok diferent window would like know have run problem have found way solve thanks,imperative,5
make sure change environment variable seting cmd be close otherwise no change would make javac would stil not recognise,imperative,5
envirmnt variable java ic not recognise stil write cmnd box,negative,2
be folow video sir ur video use go institute stop wil please tel sir which course wel industry be confuse course have u,interrogative,4
do not rename folder example late version eclipse search original folder,imperative,5
disapointedwhen type javacits say not recognize type java say eror could not open cprogram filesjavajrelibamdjvmcfg'can somebody help please,interrogative,4
window cusers type 'java ' cmd,imperative,5
can please upload link download javaso can practice program ? ? ? ?,interrogative,4
amaze video dude learn lot video,positive,1
thanks be realy helpful,positive,1
bulshity give tutorial instal javawe knowasted tume,negative,2
acidentaly clicked delete instead edit be nothing like path what should do please help,interrogative,4
get start star wal day dream cat,miscellaneous,6
go program file download say jre be no jdk,miscellaneous,6
found sjcab file be corupt instalation be interupt please help,imperative,5
java be developed which language,interrogative,4
howto fix ? ? ? help try instal eclipse say eroregistry key softwarejavasoftjava runtime environment'curentversion ' value ` but ' reguired,interrogative,4
lac viewscanot believe,positive,1
thanks sir,positive,1
do say but pc jva jdk int instalwhen clik jdk proces second be close nothing be donewhat should do ? ?,interrogative,4
man loudkep,positive,1
wtf cnt even fix fking path java,negative,2
ur first video be confusingmy path be not recognize,negative,2
can pls sugest god publisher 's bok learn java,interrogative,4
have download instruct but get two file get instead have two folder cal bin lib be ok ?,interrogative,4
instal jre file be instaledwat do ?,interrogative,4
download java be problem say conection be not private what be mean ? ? ? please help,interrogative,4
sir mistakenly delete path environment variable what should do nowmy window version be please give idea how can recover path,imperative,5
vedios be helpful learn java,positive,1
have no proper knowledge javabut heard term like core javadvance javacomplete java etc do whole tutorial cover everything related java ? ? await reply,interrogative,4
sir can provide video priority asociativity selection various operator use single expresion,interrogative,4
not clear show video,negative,2
sir be get jdk file not jrk file,negative,2
best tutorial beginer be truly search leson like,positive,1
guy have do configuration video state but cmd java be stil no work,negative,2
hy friend have sovud problem,miscellaneous,6
hy friend have sum mistake instal java be goto enviroment variable edit path but be clear path paste locaton pls help how recover old path main mistake hava clear path paste location goto comand prompt serch javac can not sohelp u,imperative,5
please upload machine learn video tensorflow ipythonotebok,imperative,5
ok ? ok ?,miscellaneous,6
nice,positive,1
guy be best love,positive,1
thanks,positive,1
btw every time try instal java doesnt work have gb left kep show msi thing,negative,2
oh no stole background win laptop oh waithe,miscellaneous,6
dint get jre folder java,negative,2
make tutorial ruby,imperative,5
java,miscellaneous,6
i 'm go folow series let 's se what have end series,miscellaneous,6
note be take tutorial seriously go seting gear sped make whole experience lot enjoyable,imperative,5
can please tel what be already path insert semicolon folow instruction but 'javac ' be not respond comand prompt should,interrogative,4
think wil learn java but can not even instal java lok tutorial build path specifies execution environment osgiminimum be no jres instal workspace be strictly compatible environment eror be show run eclipse but type javac cmd comand be reconiged,negative,2
have macan use tutorial lean it ? sory nob question idk not,interrogative,4
href ? urijavaguidescholamplocenusubscribe java guide schol emaila,imperative,5
hey download java but can se onefile be jre cant se jdk please heklp,imperative,5
plz sir explain syntax iforwhiledo also explain basic,imperative,5
useful,positive,1
can share pt file,interrogative,4
kinda frustrate not java but way explanation,negative,2
external noise be anoyingtry avoid next time,negative,2
sir actualy mistake delete whole path select delete be show eror jdk be require though be instal can help please,interrogative,4
can anyone tel what be purpose short why instal modify seting ?,interrogative,4
late version yeah late version haha,miscellaneous,6
please tel how remove java pc,imperative,5
mine be windowsi do say but be not get result comand prompt enter javac,negative,2
try instal java but jre be instal how download jdk,interrogative,4
take shot everytime say java,imperative,5
be beginer make experience much wel god basic java program url link ?,positive,1
wowvery clear helpingod job,positive,1
sir do step but ca n't se description comand prompt what can do know,interrogative,4
thank much be stuck forever,positive,1
how much time wil take learn core java coach clas be btech ece pasout litle bit knowledge can anyone answer ?,interrogative,4
helpfuli wish can taught way clas,positive,1
savasava sava sava,miscellaneous,6
try work st tutorial go comand type javac enter show java be not recognize eternal external comend,negative,2
can use codeblock incase eclipse java ide,interrogative,4
can use intelij ?,interrogative,4
someone give link java instaler ?,interrogative,4
watch tutorial sped trust,imperative,5
tutorial be useful thank,positive,1
be tutorial wel be newboston java tutorial wel ?,interrogative,4
download java go file se java,negative,2
what be diference bw java se java jdk ? ?,interrogative,4
jdk mean ? ? java development kit have instal netbean pc but javac comand be stil not work,negative,2
jdk,miscellaneous,6
why would learn this ? anybody stil learn early machintosh program window wil son extinct like others,interrogative,4
jawa ? ?,miscellaneous,6
why hel ca n't use zom tol,interrogative,4
sir be which version java ?,interrogative,4
can combine post video one video,interrogative,4
thanks tutos be very helpful,positive,1
helo guy realy like tuto be beginer java program have trouble method be writing since day be not se what be go wrong inside,negative,2
ca n't thank enough be great wish have found earlier thanks,positive,1
iritate djava,negative,2
hi guy have create aplication java sample especialy beginer be many example code mind please tel opinion ned fedback ? idcomstudionjavasamples,imperative,5
iam get eror program can help,imperative,5
show javac not recognize please help,imperative,5
be be java complicate ? i 'm take computer clas cal fundamental program be take java complicate advice ? realy want learn pas course,interrogative,4
thanks man helpful,positive,1
say not recognize do saidsolution ? ? ? ? ? ?,negative,2
hey mate im joel melbourne im actualy india thank much vids helpful brush basic back would like talk agasijoelgmailcom be email let know wil send msg thanks awesome work efort helpful,positive,1
hey instal jdk file window update path but im not get java code cmd type javac comand please help,imperative,5
mine say javac be not recognize internal external comand operable program batch file download java set path variable like say,negative,2
por clarity,negative,2
nice video lecture,positive,1
sir tel choco solver how use within java instalation source code,interrogative,4
helo programingknowledge thanks fot video wich ide do prefer eclipse netbeans develop javafx aplication ? many tutorial use nb may preference realy nb wel performance ?,interrogative,4
thanks much,positive,1
leson be do,miscellaneous,6
have download java software but be not run say do not have administrator permisionwhat do ? ? please sugest,imperative,5
be core java,interrogative,4
terible acent,negative,2
hi folow ved veds be god request make veds java script se lot ved be not satisfies so plz plz plz make j veds,imperative,5
be beginer realy helpful,positive,1
be tutorial stil relevant,interrogative,4
sir can please tel enterprise java beansejb roles—ejb clientobject containertransaction management—implementing basic ejb objectimplementing sesion beansimplementing entity beansdeploying enterprise java bean objectchanges ejb specification,interrogative,4
bad fluency,negative,2
late version jdk ad thre folder tp cprogram filesjava which ones rename mentiomed th video ?,interrogative,4
tel criterion window,imperative,5
sir be second part java,interrogative,4
be computer science enginering student year work can learn java help somewhere throughout course ? ? ? ? ? plz reply,interrogative,4
stil showin eror mesage like javac be not recognize evenin instalation,negative,2
hi bucky brother first hope ur fine actualy sometimes program which have mention can not run inded write which do but know why know what should do kindly help bit plea although help much but ned bit,negative,2
why use netbeans ? ? ? ? ? ?,interrogative,4
could not find load main clas eror which type eror,negative,2
have window go advance seting go path multiple tag pop ad new tag link folder name but do doubt wil act way help would nice anyone can help,imperative,5
fan program knowledgeif have check anything first come hereand be never go anywherelse,positive,1
sir please help window be show eror instal java win bit,negative,2
make video data structure please,imperative,5
javac not work instalation,negative,2
get amaze question explanation java ? idcomjavashivsurs,imperative,5
should easy learnmostly explanation,miscellaneous,6
video be absolutely phenomenon unmistakably remarkable briliant,positive,1
can translate english please ?,interrogative,4
sound be not loud enough do wel next video,imperative,5
hi have problem doesnt show huge mesage everything be do cpromt ? ? ? what do,interrogative,4
fun be high listen tutorial sped,miscellaneous,6
be java,interrogative,4
nice video thanks provide videoit be usefulyou may also refer ,positive,1
win user have click edit text click edit path,imperative,5
be core java subtopic java right ? course be java core java ? i 'm nob,interrogative,4
be senior ladyhave benplaying cribagethe past thre monthspaid hop able do next year but wil not alow playbecause java which have past ? ? ?,negative,2
run sped thank later,miscellaneous,6
volume be ca n't hear wel,negative,2
can read bok java what bok can read be beginer bro,interrogative,4
cant find file,negative,2
find hard understand indian acent have nice time,negative,2
found variable value but blank window do stil proced copy past link,interrogative,4
become tutor fre registrationo hiden charge ,imperative,5
audio be low ca n't understand what be talk,negative,2
hi sir have instal jdk but comand prompt do not recognize,negative,2
helo sir have java pdf related example pls mail thank,imperative,5
best beginer realy like,positive,1
programingknowledge ned help screw badly already have jre jde but delete old copy everything rely no longer work also delete path advanced set becuz freak please help screw big time,imperative,5
javac be not work,negative,2
watch sped make experience much wel,miscellaneous,6
have window be problem find variable path get stuck help,imperative,5
instal type comand prompt show be instal what should do ? ?,interrogative,4
why fuck be make fuck tough environment nonsense,negative,2
have explain nicely thax,positive,1
want se someone make tutorial cover every aspect language realy drive home every detail language vocabulary study guide solve problem esay asignment etc teach like would expect taught something university maybe learn java wil make tutorial series,imperative,5
what be diference java se development kit java se development kit which one be prefer download,interrogative,4
thax sir beneficial,positive,1
helo sir have doubt be say jvm be operating system be operating system how java code wil become platform independent ?,interrogative,4
which be wel eclipse netbeans ? why ?,interrogative,4
what best programe eclipse netbeans ? ? ?,interrogative,4
watch whole tutorial sped thank later,miscellaneous,6
hey get jre file instalation be do,interrogative,4
start journey video can anyone sugest how could download whole playlist series,interrogative,4
be instal java jdk folder be instal be no jre folderso what should do ?,interrogative,4
system be bit can stil use bit java ?,interrogative,4
thank help,positive,1
laptop be many variable value what should do,interrogative,4
sound like he 's say jihadi,miscellaneous,6
find code website ,imperative,5
like acent be do come,interrogative,4
program knowledge helo sir great job tutorial be easy understand be watch past year have learn much can posible please provide contact no thank,imperative,5
hi how do environment set window,interrogative,4
hi can help please try instal java many time believe folow protocol but ca n't get right how,interrogative,4
sir actualy may know gui java ? plz help tutorial how would learn gui java ? ?,interrogative,4
thanks dude,positive,1
thank much be useful,positive,1
ned set jdk location path variable bro,imperative,5
have java instal machine but execute javac cmd say javac be not recognize but instal jdk eclipse boh ?,negative,2
do ned instal jre also,interrogative,4
thank much have try figure how fix java computer past wek thank much method be definitely not outdated litle minor change minoranyways thank much,positive,1
repeat meaning minute,negative,2
wtf be wrong mouse,negative,2
danke god tutorial,positive,1
be learn job purposehow show have learn java language interview ?,interrogative,4
series be do be outdated do not folow setup instruction be no longer corect find someone 's newer vid set rest series past set java eclipse be probably okay watch doubt much change actual program set jdk ide,negative,2
nice tutorial like,positive,1
mine show lot diferent enviroment variable wen pres edit path,miscellaneous,6
be setup diferent user be run win ? type javac rename environment file stil get not found eror,interrogative,4
thanks subscrible speak brazil,positive,1
instal java comand promt stil not recognise javac,negative,2
learn webdesign basic java col gogle trick internet security concept chanel subscribe u,imperative,5
java curently jdku jdku available downloads site be curently run do should update general ? andor learn language ? thanks p javac comand prompt be invalid comand several o 's btw be per java typed java showversion,miscellaneous,6
want ask something be create website video tutorial related program software want video tutorial ca take tutorial site,interrogative,4
have java instal be run android studio fine but javac comand comand prompt be stil not recognize be run window be not sure be isue but otherwise sem run fine,negative,2
oh yar say briefly like who can understand simply be waste time teach properly,negative,2
hope help want make game know how animate but code isnt thing,miscellaneous,6
god thanks share knowledge world gret ecuador,positive,1
thanks alot sir chanel help alot kep wel program kep,positive,1
thx be instal run like wil folow ur video thx,positive,1
information be god helpful thing be not loud enough,negative,2
cant instal java jdk website chose be not acesible,negative,2
great today ward i 'l start se tutorial video sub like,positive,1
how do know what operating system i 'm use,interrogative,4
stil dont understand what object orient mean like what be claswhat be object ?,interrogative,4
why have jre please help have jre jre,imperative,5
what understod cava be cava cava cava cava cava,miscellaneous,6
please can make tutorial how insert image jlabel use jfilechoser store image path database not image thank,interrogative,4
can someone help methis be supose money change counter public clas myfirstprogram public static void mainstringargs double peny nickel dime quarter money systemout print “ how many peny do have ” penytextiogetlndouble systemoutprintln “ how many nickel do have nickeltextiogetlndouble systemoutprintln “ how many dime do have dimetextiogetlndouble systemoutprintln “ how many quarter do have quartertextiogetlndouble moneypenynickeldimequartersystemoutprintln “ you have ” systemoutprint “ ” money,interrogative,4
hi tnx amaze tutorial have question set environment variable show comand prompt could tel please what be wrong pc use window thanks,interrogative,4
pc run slow,negative,2
interest teach properly every type hope wil upload,positive,1
god job sir be great job,positive,1
thanks amaze video could provide link download java software which use video thanks advance,interrogative,4
hi fry what diference java javafx,interrogative,4
type javac comand prompt say javac be not recognize help,imperative,5
tanx de tutorialsvry helpful,positive,1
could litle fast,imperative,5
realy apreciate work best tutorial found beginer thanks ton,positive,1
thanks wonderful presentation have carefuly folow presentation but comand prompt scren do not show sign sucesful instalation what do do ?,interrogative,4
click instaler nothing hapens,negative,2
helo realy like video realy like teach style but wan na ask question can learn java without learn basic program language ? totaly have no basic knowledge program wil able catch java you ? eagerly wait reply,interrogative,4
